"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Czechia","2007","Total","Both Sexes","Olomouc","City proper","Estimate - de jure","Final figure, complete","2008","100373",""
"Czechia","2007","Total","Both Sexes","Olomouc","City proper","Estimate - de jure","Final figure, complete","2007","100168",""
"Czechia","2007","Total","Both Sexes","Ústí nad Labem","City proper","Estimate - de jure","Final figure, complete","2008","94960",""
"Czechia","2007","Total","Both Sexes","Ústí nad Labem","City proper","Estimate - de jure","Final figure, complete","2007","94565",""
"Czechia","2007","Total","Both Sexes","Ostrava","City proper","Estimate - de jure","Final figure, complete","2008","308374",""
"Czechia","2007","Total","Both Sexes","Ostrava","City proper","Estimate - de jure","Final figure, complete","2007","309098",""
"Czechia","2007","Total","Both Sexes","Plzen","City proper","Estimate - de jure","Final figure, complete","2007","163392",""
"Czechia","2007","Total","Both Sexes","Plzen","City proper","Estimate - de jure","Final figure, complete","2008","165238",""
"Czechia","2007","Total","Both Sexes","PRAHA","City proper","Estimate - de jure","Final figure, complete","2008","1212097",""
"Czechia","2007","Total","Both Sexes","PRAHA","City proper","Estimate - de jure","Final figure, complete","2007","1188126",""
"Czechia","2005","Total","Both Sexes","Brno","City proper","Estimate - de jure","Final figure, complete","2006","366904",""
"Czechia","2005","Total","Both Sexes","Hradec Králové","City proper","Estimate - de jure","Final figure, complete","2006","94436",""
"Czechia","2005","Total","Both Sexes","Liberec","City proper","Estimate - de jure","Final figure, complete","2006","97596",""
"Czechia","2005","Total","Both Sexes","Olomouc","City proper","Estimate - de jure","Final figure, complete","2006","100491",""
"Czechia","2005","Total","Both Sexes","Ústí nad Labem","City proper","Estimate - de jure","Final figure, complete","2006","94021",""
"Czechia","2005","Total","Both Sexes","Ostrava","City proper","Estimate - de jure","Final figure, complete","2006","310681",""
"Czechia","2005","Total","Both Sexes","Plzen","City proper","Estimate - de jure","Final figure, complete","2006","162659",""
"Czechia","2005","Total","Both Sexes","PRAHA","City proper","Estimate - de jure","Final figure, complete","2006","1176116",""
"Czechia","2004","Total","Both Sexes","Brno","City proper","Estimate - de jure","Final figure, complete","2005","368296",""
"Czechia","2004","Total","Both Sexes","Hradec Králové","City proper","Estimate - de jure","Final figure, complete","2005","94734",""
